CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,SFR,DISA STIG,CIS Benchmark,CIS v8,CMMC,indigo,CCI,Severity,Modified Rule
CCE-92823-4,os_map_pki_identity,Map identity for PKI based authentication,"Without mapping the certificate used to authenticate to the user account, the ability to determine the identity of the individual user or group will not be available for forensic analysis.
",The control cannot be configured out of compliance.,"For directory bound systems, the technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"For directory bound systems, the technology inherently meets this requirement. No fix is required.
",,,,,,,,,,,,
CCE-92826-7,os_mfa_network_access,Enforce multifactor authentication for network access to privileged accounts,"The information system implements multifactor authentication for network access to privileged accounts.
",The control cannot be configured out of compliance.,"For directory bound systems:
The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"For directory bound systems, the technology inherently meets this requirement. No fix is required.
",,,,,,,5.6,,,,,
CCE-92827-5,os_mfa_network_non-priv,Enforce multifactor authentication for network access to non-privileged accounts,"The information system implements multifactor authentication for network access to non-privileged accounts.
",The control cannot be configured out of compliance.,"For directory bound systems:
The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"For directory bound systems, the technology inherently meets this requirement. No fix is required.
",,,,,,,,,,,,
CCE-92840-8,os_obscure_password,Obscure Passwords,"The information system _IS_ configured to obscure feedback of authentication information during the authentication process to protect the information from possible exploitation by unauthorized individuals.

The inherent configuration of a macOS uses NSSecureTextField for any text field that receives a password, which automatically obscures text which is entered.

link:https://developer.apple.com/documentation/appkit/nssecuretextfield[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
","IA-6
IA-5",03.05.11,SRG-OS-000079-GPOS-00047,,,,4.1,"IA.L2-3.5.8
IA.L2-3.5.9
IA.L2-3.5.11",,,,
CCE-92847-3,os_peripherals_identify,The macOS system must uniquely identify peripherals before establishing a connection.,"Without identifying devices, unidentified or unknown devices may be introduced, thereby facilitating malicious activity.

Peripherals include, but are not limited to, such devices as flash drives, external storage, and printers.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",,,,,,,,,,,,
CCE-92855-6,os_predictable_behavior,Must behave in predictable and documented manner,"The information system behaves in a predictable and documented manner that reflects organizational and system objectives when invalid inputs are received.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SI-10(3),,SRG-OS-000432-GPOS-00191,,,,,,,,,
CCE-92856-4,os_prevent_priv_execution,Prevent Software From Executing at Higher Privilege Levels than Users Executing The Software,"In certain situations, software applications/programs need to execute with elevated privileges to perform required functions. However, if the privileges required for execution are at a higher level than the privileges assigned to organizational users invoking such applications/programs, those users are indirectly provided with greater privileges than assigned by the organizations.Some programs and processes are required to operate at a higher privilege level and therefore should be excluded from the organization-defined software list after review.

The inherent configuration of the macOS does not allow for non-privileged users to be able to execute functions requiring privilege.

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AuthenticationAndAuthorizationGuide/Permissions/Permissions.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-6(8),03.01.07,SRG-OS-000326-GPOS-00126,,,,,,,,,
CCE-92857-2,os_prevent_priv_functions,Configure the System to Block Non-Privileged Users from Executing Privileged Functions,"The information system _IS_ configured to block standard users from executing privileged functions.

Privileged functions include disabling, circumventing, or altering implemented security safeguards and countermeasures.

The inherent configuration of the macOS does not allow for non-privileged users to be able to execute functions requiring privilege.

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AuthenticationAndAuthorizationGuide/Introduction/Introduction.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-6(10),03.01.07,SRG-OS-000324-GPOS-00125,,,,,AC.L2-3.1.7,,,,
CCE-92858-0,os_prevent_unauthorized_disclosure,Configure the System to Prevent the Unauthorized Disclosure of Data via Shared Resources,"The information system _IS_ configured to ensure that the unauthorized disclosure of data does not occur when resources are shared.

The inherent configuration of the macOS does not allow for resources to be shared between users without authorization.

link:https://developer.apple.com/library/archive/documentation/Security/Conceptual/AuthenticationAndAuthorizationGuide/Permissions/Permissions.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SC-4,03.13.04,SRG-OS-000138-GPOS-00069,,,,,SC.L2-3.13.4,,,,
CCE-92861-4,os_prohibit_remote_activation_collab_devices,Prohibit Remote Activation of Collaborative Computing Devices,"The inherent configuration of the macOS _IS_ in compliance.

Apple has implemented a green light physically next to your camera that will glow when the camera is activated. There is an orange dot indicator by the Control Center pull down menu item to indicate when the system's microphone is listening or activated.

The macOS has built into the system, the ability to grant or deny access to the camera and microphone which requires the application to have an entitlement to use the device.

link:https://support.apple.com/guide/mac-help/use-the-built-in-camera-mchlp2980/mac[]

link:https://support.apple.com/guide/mac-help/control-access-to-your-camera-mchlf6d108da/mac[]

link:https://support.apple.com/guide/mac-help/control-access-to-your-microphone-on-mac-mchla1b1e1fe/12.0/mac/12.0[]
",The control cannot be configured out of compliance.,"The technology partially supports this requirement and cannot be configured to be in full compliance.
",,"The technology partially meets this requirement. An appropriate mitigation for the system must be implemented for full compliance.
",SC-15,03.13.12,,,,,,SC.L2-3.13.12,,,,
CCE-92864-8,os_provide_disconnect_remote_access,Provide Ability to Disconnect or Disable Remote Access,"Without the ability to immediately disconnect or disable remote access, an attack or other compromise taking place would not be immediately stopped.Operating system remote access functionality must have the capability to immediately disconnect current users remotely accessing the information system and/or disable further remote access. The speed of disconnect or disablement varies based on the criticality of missions functions and the need to eliminate immediate or future remote access to organizational information systems.The remote access functionality (e.g., SSH) may implement features such as automatic disconnect (or user-initiated disconnect) in case of adverse information based on an indicator of compromise or attack.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-17(9),,SRG-OS-000298-GPOS-00116,,,,,,,,,
CCE-92868-9,os_reauth_privilege,Require users to reauthenticate for privilege escalation,"Without reauthentication, users may access resources or perform tasks for which they do not have authorization. When operating systems provide the capability to escalate a functional capability, it is critical the user reauthenticate.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-11,03.05.01,"SRG-OS-000373-GPOS-00157
SRG-OS-000373-GPOS-00156",,,,,,,,,
CCE-92869-7,os_reauth_users_change_authenticators,Require users to reauthenticate when changing authenticators,"Without reauthentication, users may access resources or perform tasks for which they do not have authorization. When operating systems provide the capability to change user authenticators, it is critical the user reauthenticate.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-11,03.05.01,SRG-OS-000373-GPOS-00158,,,,,,,,,
CCE-92871-3,os_remote_access_methods,Control remote access methods,"The information system monitors and controls remote access methods.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",,,,,,,,,,,,
CCE-92873-9,os_remove_software_components_after_updates,Must remove all software components after updated versions installed,"Previous versions of software components that are not removed from the information system after updates have been installed may be exploited by adversaries. Some information technology products may remove older versions of software automatically from the information system.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",SI-2(6),,SRG-OS-000437-GPOS-00194,,,,,,,,,
CCE-92874-7,os_required_crypto_module,"Ensure all Federal Laws, Executive Orders, Directives, Policies, Regulations, Standards, and Guidance for Authentication to a Cryptographic Module are Met","The inherent configuration of the macOS _IS_ in compliance by implementing mechanisms for authentication to a cryptographic module that meet the requirements of all applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance for such authentication

macOS contains many open source projects that may use their own cryptographic libraries typically for the purposes of maintaining platform independence. These services are not covered by the Apple FIPS Validation of the CoreCrypto and CoreCrypto Kernel modules.

Apple is committed to the FIPS validation process and historically has always submitted and validated the cryptographic modules in macOS. macOS Sonoma will be submitted for FIPS validation.

link:https://csrc.nist.gov/Projects/cryptographic-module-validation-program/validated-modules[]

link:https://support.apple.com/en-us/HT201159[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-7,,"SRG-OS-000033-GPOS-00014
SRG-OS-000120-GPOS-00061",,,,,,,,,
CCE-92884-6,os_secure_enclave,Protected Storage for Cryptographic Keys,"A system _IS_ configured to provide protected storage for cryptographic keys either by hardware protected key store or an organizationally defined safeguard.

Macs with Apple Silicon or T2 processors provide protected storage for cryptographic keys via the secure enclave.

link:https://support.apple.com/guide/security/secure-enclave-sec59b0b31ff/1/web/1[]

NOTE: This will only return a proper result on a T2 or Apple Silicon Macs.
",The control cannot be configured out of compliance.,"/usr/sbin/ioreg -w 0 -c AppleSEPManager | /usr/bin/grep -q 'AppleSEPManager'; /bin/echo $?
",{'integer': 0},"The hardware does not support the requirement.
",SC-28(3),,"SRG-OS-000404-GPOS-00183
SRG-OS-000405-GPOS-00184",,,,,SC.L2-3.13.10,,,,
CCE-92886-1,os_separate_functionality,Configure the System to Separate User and System Functionality,"The information system _IS_ configured to separate user and system functionality.

Operating system management functionality includes functions necessary for administration and requires privileged user access. Allowing non-privileged users to access operating system management functionality capabilities increases the risk that non-privileged users may obtain elevated privileges. Operating system management functionality includes functions necessary to administer console, network components, workstations, or servers and typically requires privileged user access.

The inherent configuration of the macOS allows only privileged users to access operating system management functionalities.

link:https://developer.apple.com/library/archive/documentation/MacOSX/Conceptual/BPSystemStartup/Chapters/DesigningDaemons.html[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
","SC-2
MA-4(1)","03.01.03
03.01.05
03.01.07",SRG-OS-000132-GPOS-00067,,,,,SC.L2-3.13.3,,,,
CCE-92907-5,os_store_encrypted_passwords,Encrypt Stored Passwords,"The information system _IS_ configured to encrypt stored passwords.

Passwords need to be protected at all times, and encryption is the standard method for protecting passwords. If passwords are not encrypted, they can be plainly read (i.e., clear text) and easily compromised.

link:https://developer.apple.com/documentation/opendirectory/kodattributetypeauthenticationauthority[]
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
","IA-5(1)
IA-5(1)(c)",03.05.07,SRG-OS-000073-GPOS-00041,,,,3.11,"IA.L2-3.5.7
IA.L2-3.5.8
IA.L2-3.5.9",,,,
CCE-92913-3,os_terminate_session,Terminate all sessions and network connections when maintenance is completed,"Terminates session and network connections when non-local maintenance is completed.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",,,,,,,,,,,,
CCE-92918-2,os_unique_identification,Uniquely Identify Users and Processes,"The macOS is a UNIX 03-compliant operating system. The system uniquely identifies and authenticates organizational users or processes.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-4,03.05.05,,,,,"5.1
6.1",IA.L2-3.5.5,,,,
CCE-92922-4,os_verify_remote_disconnection,Verify remote disconnection of sessions,"The information system implements remote disconnect verification at the termination of non-local maintenance and diagnostic sessions.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",MA-4(7),,SRG-OS-000395-GPOS-00175,,,,,,,,,
CCE-92930-7,pwpolicy_emergency_accounts_disable,Automatically Remove or Disable Emergency Accounts within 72 Hours,"The macOS is able to be configured to automatically remove or disable emergency accounts within 72 hours or less.

Emergency administrator accounts are privileged accounts established in response to crisis situations where the need for rapid account activation is required. Therefore, emergency account activation may bypass normal account authorization processes. If these accounts are disabled, system maintenance during emergencies may not be possible, thus adversely affecting system availability.

Although the ability to create and use emergency administrator accounts is necessary for performing system maintenance during emergencies, these accounts present vulnerabilities to the system if they are not disabled and removed when they are no longer needed. Configuring the macOS to automatically remove or disable emergency accounts within 72 hours of creation mitigates the risks posed if one were to be created and accidentally left active once the crisis is resolved.

Emergency administrator accounts are different from infrequently used accounts (i.e., local logon accounts used by system administrators when network or normal logon is not available). Infrequently used accounts also remain available and are not subject to automatic termination dates. However, an emergency administrator account is normally a different account created for use by vendors or system maintainers.

To address access requirements, many operating systems can be integrated with enterprise-level authentication/access mechanisms that meet or exceed access control policy requirements.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-2(2),,"SRG-OS-000002-GPOS-00002
SRG-OS-000123-GPOS-00064",,,,,,,,,
CCE-92931-5,pwpolicy_force_password_change,Force Password Change at Next Logon,"The macOS is able to be configured to force users to change their password at next logon.

Temporary passwords are often used for new users when accounts are created. However, once logged in to the system, users must be immediately prompted to change to a permanent password of their creation.

For a user to change their password at next logon, run the following command:
[source,bash]
----
/usr/bin/pwpolicy -u [USER] -setpolicy ""newPasswordRequired=1""
----
NOTE: Replace [USER] with the username that must change the password at next logon
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",IA-5(1),03.05.07,SRG-OS-000380-GPOS-00165,,,,5.2,"IA.L2-3.5.7
IA.L2-3.5.8
IA.L2-3.5.9",,,,
CCE-92941-4,pwpolicy_temporary_accounts_disable,Automatically Remove or Disable Temporary User Accounts within 72 Hours,"The macOS is able to be configured to set an automated termination for 72 hours or less for all temporary accounts upon account creation.

If temporary user accounts remain active when no longer needed or for an excessive period, these accounts may be targeted by attackers to gain unauthorized access. To mitigate this risk, automated termination of all temporary accounts _MUST_ be set to 72 hours (or less) when the temporary account is created.

If no policy is enforced by a directory service, a password policy can be set with the ""pwpolicy"" utility. The variable names may vary depending on how the policy was set.

If there are no temporary accounts defined on the system, this is Not Applicable.
",The control cannot be configured out of compliance.,"The technology supports this requirement and cannot be configured to be out of compliance. The technology inherently meets this requirement.
",,"The technology inherently meets this requirement. No fix is required.
",AC-2(2),,"SRG-OS-000002-GPOS-00002
SRG-OS-000123-GPOS-00064",,,,,,,,,
CCE-92703-8,audit_alert_processing_fail,Alert Audit Processing Failure,"It is critical for the appropriate personnel to be aware if a system is at risk of failing to process audit logs as required. Without this notification, the security personnel may be unaware of an impending failure of the audit capability, and system operation may be adversely affected. Audit processing failures include software/hardware errors, failures in the audit capturing mechanisms, and audit storage capacity being reached or exceeded. This requirement applies to each audit data storage repository (i.e., distinct information system component where audit records are stored), the centralized audit storage capacity of organizations (i.e., all audit data storage repositories combined), or both.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,,,,,,,,,,
CCE-92710-3,audit_enforce_dual_auth,Enforce Dual Authorization for Movement and Deletion of Audit Information,"All bulk manipulation of audit information should be authorized via automatic processes, and any manual manipulation of audit information should require dual authorization. In addition, dual authorization mechanisms should require the approval of two authorized individuals before being executed.

An authorized user may intentionally or accidentally move or delete audit records without those specific actions being authorized, which would result in the loss of information that could, in the future, be critical for forensic investigation.

To enforce dual authorization before audit information can be moved or deleted, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AU-9(5),,SRG-OS-000360-GPOS-00147,,,,,,,,,
CCE-92727-7,audit_off_load_records,Off-Load Audit Records,"Audit records should be off-loaded onto a different system or media from the system being audited.

Information stored in only one location is vulnerable to accidental or incidental deletion or alteration. Off-loading is a common process in information systems with limited audit storage capacity.

To secure audit records by off-loading, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AU-4(1),,"SRG-OS-000479-GPOS-00224
SRG-OS-000342-GPOS-00133",,,,8.9,,,,,
CCE-92729-3,audit_records_processing,Audit Record Reduction and Report Generation,"The macOS should be configured to provide and implement the capability to process, sort, and search audit records for events of interest based on organizationally defined fields.

Events of interest can be identified by the content of audit records, including system resources involved, information objects accessed, identities of individuals, event types, event locations, event dates and times, Internet Protocol addresses involved, or event success or failure. Organizations may define event criteria to any degree of granularity required, such as locations selectable by a general networking location or by specific system component.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",AU-7(1),,"SRG-OS-000350-GPOS-00138
SRG-OS-000054-GPOS-00025",,,,,AU.L2-3.3.6,,,,
CCE-92763-2,os_auth_peripherals,Must Authenticate Before Establishing a Connection,"Organizational devices requiring unique device-to-device identification and authentication may be defined by type, by device, or by a combination of type/device. Information systems typically use either shared known information (e.g., Media Access Control [MAC] or Transmission Control Protocol/Internet Protocol [TCP/IP] addresses) for device identification or organizational authentication solutions (e.g., IEEE 802.1x and Extensible Authentication Protocol [EAP], Radius server with EAP-Transport Layer Security [TLS] authentication, Kerberos) to identify/authenticate devices on local and/or wide area networks. Organizations determine the required strength of authentication mechanisms by the security categories of information systems. Because of the challenges of applying this control on large scale, organizations are encouraged to only apply the control to those limited number (and type) of devices that truly need to support this capability.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does support this requirement, however, third party solutions are required to implement at an infrastructure level.
",,"This requirement is a permanent finding and can be fixed by implementing a third party solution.
",IA-3,03.05.02,"SRG-OS-000114-GPOS-00059
SRG-OS-000378-GPOS-00163",,,,13.9,IA.L1-3.5.2,,,,
CCE-92778-0,os_continuous_monitoring,Configure Automated Flaw Remediation,"The macOS system _MUST_ be configured to determine the state of system components with regard to flaw remediation.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",SI-2(2),,SRG-OS-000191-GPOS-00080,,,,,,,,,
CCE-92816-8,os_limit_dos_attacks,Limit Impact of Denial of Service Attacks,"The macOS should be configured to limit the impact of Denial of Service (DoS) attacks.

DoS attacks leave authorized users unable to access information systems, devices, or other network resources due to the actions of a malicious cyber threat actor. When this occurs, the organization must operate at degraded capacity; often resulting in an inability to accomplish its mission.

To limit the impact of DoS attacks, organizations may choose to employ increased capacity and service redundancy, which has the potential to reduce systems' susceptibility to some DoS attacks. Managing excess capacity may include, for example, establishing selected usage priorities, quotas, or partitioning. Many operating systems can be integrated with enterprise-level firewalls and networking equipment that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",SC-5(2),,SRG-OS-000142-GPOS-00071,,,,,,,,,
CCE-92834-1,os_notify_account_created,Configure the System to Notify upon Account Created Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when new accounts are created.

Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing and maintaining access by creating a new account. Configuring the information system to send a notification when new accounts are created is one method for mitigating this risk. A comprehensive account management process should not only notify when new accounts are created, but also maintain an audit record of accounts made. Such a process greatly reduces the risk that accounts will be surreptitiously created and provides logging that can be used for forensic purposes.

To enable notifications and audit logging of accounts created, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,"SRG-OS-000304-GPOS-00121
SRG-OS-000239-GPOS-00089
SRG-OS-000240-GPOS-00090
SRG-OS-000004-GPOS-00004
SRG-OS-000241-GPOS-00091
SRG-OS-000274-GPOS-00104
SRG-OS-000275-GPOS-00105
SRG-OS-000276-GPOS-00106
SRG-OS-000277-GPOS-00107
SRG-OS-000303-GPOS-00120",,,,,,,,,
CCE-92835-8,os_notify_account_disabled,Configure the System to Notify upon Account Disabled Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are disabled.

When operating system accounts are disabled, user accessibility is affected. Accounts are utilized for identifying individual operating system users or for identifying the operating system processes themselves. To detect and respond to events that affect user accessibility and system processing, operating systems should audit account disabling actions and, as required, notify system administrators and ISSOs so they can investigate the event. Such a capability greatly reduces the risk that operating system accessibility will be negatively affected for extended periods of time and also provides logging that can be used for forensic purposes.

To enable notifications and audit logging of disabled accounts, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,"SRG-OS-000239-GPOS-00089
SRG-OS-000240-GPOS-00090
SRG-OS-000004-GPOS-00004
SRG-OS-000241-GPOS-00091
SRG-OS-000274-GPOS-00104
SRG-OS-000275-GPOS-00105
SRG-OS-000276-GPOS-00106
SRG-OS-000277-GPOS-00107",,,,,,,,,
CCE-92836-6,os_notify_account_enable,Configure the System to Notify upon Account Enabled Actions ,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are enabled.

Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing and maintaining access by enabling a new or previously disabled account.  Configuring the information system to send a notification when  a new or disabled account is enabled is one method for mitigating this risk. A comprehensive account management process should not only notify when accounts are enabled, but also maintain an audit record of these actions.  Such a process greatly reduces the risk that accounts will be surreptitiously enabled and provides logging that can be used for forensic purposes.

To enable notifications and audit logging of enabled accounts, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,"SRG-OS-000304-GPOS-00121
SRG-OS-000239-GPOS-00089
SRG-OS-000240-GPOS-00090
SRG-OS-000004-GPOS-00004
SRG-OS-000241-GPOS-00091
SRG-OS-000274-GPOS-00104
SRG-OS-000275-GPOS-00105
SRG-OS-000276-GPOS-00106
SRG-OS-000277-GPOS-00107
SRG-OS-000303-GPOS-00120",,,,,,,,,
CCE-92837-4,os_notify_account_modified,Configure the System to Notify upon Account Modified Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are modified.

Once an attacker establishes initial access to a system, the attacker often attempts to create a persistent method of reestablishing and maintaining access by modifying an existing account. Configuring the information system to send a notification when accounts are modified is one method for mitigating this risk. A comprehensive account management process should not only notify when new accounts are modified, but also maintain an audit record of these actions. Such a process greatly reduces the risk that accounts will be surreptitiously created and provides logging that can be used for forensic purposes.

To enable notifications and audit logging of modified account, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,"SRG-OS-000239-GPOS-00089
SRG-OS-000240-GPOS-00090
SRG-OS-000004-GPOS-00004
SRG-OS-000241-GPOS-00091
SRG-OS-000274-GPOS-00104
SRG-OS-000275-GPOS-00105
SRG-OS-000276-GPOS-00106
SRG-OS-000277-GPOS-00107",,,,,,,,,
CCE-92838-2,os_notify_account_removal,Configure the System to Notify upon Account Removed Actions,"The macOS should be configured to automatically notify system administrators and Information System Security Officers (ISSOs) when accounts are removed.

When operating system accounts are disabled, user accessibility is affected. Accounts are utilized for identifying individual operating system users or for identifying the operating system processes themselves. To detect and respond to events that affect user accessibility and system processing, operating systems should audit account removal actions and, as required, notify system administrators and ISSOs so they can investigate the event. Such a capability greatly reduces the risk that operating system accessibility will be negatively affected for extended periods of time and also provides logging that can be used for forensic purposes.

To enable notifications and audit logging of removed accounts, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",,,"SRG-OS-000239-GPOS-00089
SRG-OS-000240-GPOS-00090
SRG-OS-000004-GPOS-00004
SRG-OS-000241-GPOS-00091
SRG-OS-000274-GPOS-00104
SRG-OS-000275-GPOS-00105
SRG-OS-000276-GPOS-00106
SRG-OS-000277-GPOS-00107",,,,,,,,,
CCE-92839-0,os_notify_unauthorized_baseline_change,Configure the System to Notify upon Baseline Configuration Changes,"The macOS should be configured to automatically notify system administrators, Information System Security Officers (ISSOs), and (IMOs) when baseline configurations are modified.

Unauthorized changes to the baseline configuration could make the system vulnerable to various attacks or allow unauthorized access to the operating system. Changes to operating system configurations can have unintended side effects, some of which may  present security threats. Detecting such changes and providing an automated response can help avoid unintended, negative consequences that could ultimately affect the state of the operating system.

To enable notifications and audit logging of changes made to baseline configurations, many operating systems can be integrated with enterprise-level auditing mechanisms that meet or exceed this requirement.
",The control is not able to be configure to meet the requirement.  It is recommended to implement a third-party solution to meet the control.,"The technology does not support this requirement. This is an applicable-does not meet finding.
",,"This requirement is a permanent finding and cannot be fixed. An appropriate mitigation for the system must be implemented, but this finding cannot be considered fixed.
",CM-3(5),,SRG-OS-000363-GPOS-00150,,,,,,,,,
